county_name,population,03_04,03_05,03_06,03_09,03_10,03_11,03_12,03_13,03_15,03_16,03_17,03_18,03_19,03_20,03_21,03_22,03_23,03_24,03_25,03_26,03_27,03_28,03_29,03_30,03_31,04_01,04_02,04_03,04_04,04_05,04_06,04_07,04_08,04_09,04_10,04_11,04_12,04_13,04_14,04_15,04_16,04_17,04_18,04_19,04_20,04_21,04_22,04_23,04_24,04_25,04_26,04_27,04_28,04_29,04_30,05_01,05_02,05_03,05_04,05_05,05_06,05_07,05_08,05_09,05_10,05_11,05_12,05_13,05_14,05_15,05_16,05_17,05_18,05_19,05_20,05_21,05_22,05_23,05_24,05_25,05_26,05_27,05_28,05_29,05_30,05_31,06_01,06_02,06_03,06_04,06_05,06_06,06_07,06_08,06_09,06_10,06_11,06_12,06_13,06_14,06_15,06_16,06_17,06_18,06_19,06_20,06_21,06_22,06_23,06_24,06_25,06_26,06_27,06_28,06_29,06_30,07_01,07_02,07_03,07_04,07_05,07_06,07_07,07_08,07_09,07_10,07_11
Johnson,171701,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,6,8,8,8,8,12,17,18,21,21,21,24,25,25,27,28,28,28,31,34,37,37,39,39,41,44,47,50,54,57,57,58,62,67,69,69,82,82,83,87,95,97,99,100,100,103,107,110,117,119,123,123,123,136,142,144,148,148,148,148,155,158,165,171,175,175,175,176,176,178,189,190,190,190,209,214,220,229,232,232,232,232,244,249,254,254,254,254,267,314,314,314,372,372,372,436,448,478,526,553,553,553,553,737,782,769,788
Jones,19735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,4,7,13,13,13,13,37,37,37,62,62,78,78,84,84,87,92,92,95,96,101,110,110,112,112,112,115,117,134,135,135,135,135,101,101,323,354,401,401,401,606,637,636,637,637,637,637,636,636,633,632,631,631,631,630,615,614,610,650,650,650,604,604,604,604,607,607,607,611,613,610,610,610,610,610,609,611,607,604,604
Karnes,15393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,11,14,14,14,14,15,17,19,21,21,21,29,48,51,52,53,53,53,58,60,62,66,80
Kaufman,125134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,4,5,9,10,10,9,14,16,19,24,26,26,28,32,33,33,38,42,42,44,48,51,58,62,71,71,74,75,83,86,86,87,87,90,96,101,106,111,116,116,120,127,133,137,143,147,147,147,155,165,173,182,182,182,182,198,199,203,217,223,223,223,227,230,240,260,269,269,269,275,308,316,325,330,330,330,339,343,349,360,360,360,360,374,490,490,490,518,518,518,586,627,676,724,758,758,758,828,874,927,952,971
Kendall,46278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,7,7,7,7,8,8,9,10,9,9,9,9,10,10,11,11,12,14,14,14,14,14,14,14,14,15,15,16,16,16,16,16,16,16,16,16,16,17,17,18,18,19,19,19,20,20,20,20,21,21,21,23,24,24,24,24,24,24,24,28,28,28,29,29,29,30,31,31,32,33,33,33,33,35,35,35,35,36,36,36,36,36,44,44,44,44,47,56,58,58,61,61,61,66,67,68,70,90,90,89,95,95,95,97,101
Kenedy,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Kent,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerr,52267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,5,5,5,6,5,5,5,5,5,5,5,5,5,6,6,7,9,9,9,9,9,10,10,10,10,10,10,11,11,12,13,16,16,16,17,17,18,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,32,33,33,33,43,50,66,70,72,72,72,77,90,94,109,111,111,110,115,115,129,134,143
Kimble,4344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,5,5,5,6,6,6,6,10,9,9,9,9
King,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kinney,3462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
Kleberg,30987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,5,5,6,6,6,7,7,7,8,8,9,9,8,8,8,10,10,10,10,10,10,10,10,11,11,11,11,11,13,14,14,14,14,14,14,15,15,15,15,16,16,16,16,16,16,16,17,17,17,18,18,18,18,20,20,20,20,20,20,20,20,20,23,24,25,27,29,32,32,33,35,42,52,59,66,71,77,79,87,87,97,105,106,111,145,159
Knox,3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,5,5,6,6
Lamar,50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,3,5,5,6,6,6,8,8,8,8,8,8,7,7,7,7,7,7,7,8,7,8,8,8,8,51,51,51,61,67,67,67,69,71,76,77,77,89,89,96,104,105,111,111,116,116,116,122,126,126,128,133,134,134,134,136,138,138,145,145,145,151,152,154,155,154,154,156,158,160,163,163,165,165,174,180,180,199,199,205,205,227,230,238,244,244,265,265,283,296,296,316,316,325,332,332,347,354,377,392
Lamb,12776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,5,5,5,7,7,8,8,10,10,11,11,11,11,11,11,13,15,15,15,15,16,16,16,16,16,16,16,16,16,16,17,17,17,17,18,18,17,18,18,18,20,25,28,29,29,29,31,32,32,33,33,36,36,36,37,41,44,50,50,50,50,53,71,71,73,75
Lampasas,21037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,5,5,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,13,13,15,16,17,18,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,30,32,37,39
La Salle,8309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,7,7,7,7,7,8,8,8,10,10,10,13,14,19,21,21,21,21,24,41,51,68,76
Lavaca,20735,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,8,8,8,8,8,8,8,9,9,9,11,11,11,12,12,12,13,14,17,18,19,19,19,19,20,21,21,22,22,22,22,22,22,43,68,85,85,86,99,108,117,122,123,123,131,134,150,175,184,184,184,197,198,212,228,238
Lee,17595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,5,6,6,6,6,6,6,6,7,6,8,8,8,9,10,10,11,21,21,25,24,24,24,25,25,25,25,26,26,26,29,32,35,35,35,35,36,39,48,47,48,49,53,53,53,54,55,56,56,58,59,60,62,63,72,72,85,85,88,92,89,92
Leon,17707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,13,13,13,14,15,16,19,19,19,20,20,20,27,27,31,31,33,37,37,43,43,78,82,87,96
Liberty,85284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,4,5,6,6,6,12,15,15,16,17,19,19,20,23,25,25,29,32,32,33,37,36,37,38,38,38,39,41,42,43,45,45,45,46,47,48,49,62,64,66,70,72,72,72,75,75,75,75,79,81,81,80,80,80,80,80,81,90,92,95,95,95,97,97,101,101,103,103,108,110,115,121,121,122,127,137,156,163,169,177,182,186,196,207,212,236,262,275,287,314,331,361,376,390,390,410,428,445,464,482,508
Limestone,23544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,3,3,3,3,3,6,6,7,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,12,12,12,13,13,13,13,13,13,13,14,15,15,15,15,15,15,15,15,15,17,17,18,19,22,23,23,23,23,23,24,24,24,24,26,27,30,30,32,32,32,34,34,36,36,38,39,39,40,41,40,40,41,41,42,42,42,42,43,45,45,47,49,52,56,60,61,61,62,62,74,86,93,102
Lipscomb,3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,5,5,5,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11
Live Oak,12030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,15,15,15,15,21,21,21,21,31,31,31,31,31,37,42,50,62,63,65,65
Llano,19452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,5,5,8,8,8,7,7,8,8,9,10,11,10,11,11,11,11,11,24,27,29,34
Loving,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lubbock,317210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,11,12,19,23,31,41,51,77,100,108,117,138,151,154,180,191,214,234,249,270,307,317,330,367,401,407,419,430,445,458,470,481,494,497,499,504,507,516,535,543,549,553,560,567,575,582,583,589,592,598,605,607,614,616,619,619,624,630,639,650,656,662,664,667,674,677,680,688,691,692,704,706,707,720,734,741,747,756,759,775,790,813,847,857,894,955,1031,1136,1208,1288,1320,1407,1547,1665,1795,1916,1984,2041,2095,2273,2457,2620,2620,2620,2620,2918,3051,3231,3376,3524
Lynn,5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,7,7,7,7,7,8,8,8,8,8,8,10,14,14,19,19,19,21,21,21,21,21,21,21,23,23,26,28,28,28,28,33,33,38,38,39,39,39,40,45,49,49,53
McCulloch,8660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,6,7,7,8,11,11,11,12,13,17,17,20,20,20,21,22,23,23,23
McLennan,253066,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,7,7,20,23,28,33,34,36,36,39,44,48,49,50,51,53,56,62,62,66,68,69,71,72,74,74,76,76,76,76,77,78,81,81,81,81,82,87,87,88,89,91,91,91,91,92,92,94,94,94,94,94,96,96,96,97,97,98,98,98,102,106,107,107,107,107,112,113,117,118,118,118,120,121,123,125,127,129,129,132,138,141,150,153,158,163,178,196,222,245,262,303,354,371,421,473,552,624,697,744,795,957,1068,1292,1563,1636,1684,1798,2044,2283,2438,2442
McMullen,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madison,14527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,3,3,3,2,2,4,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,10,10,10,16,17,19,19,20,20,20,22,23,24,25,26,28,29,28,27,26,27,28,30,29,30,33,36,38,45,45,45,45,75,96,97,107
Marion,10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,6,6,6,6,6,7,9,9,9,13,14,14,15,15,15,15,15,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,17,17,17,17,17,17,18,18,18,19,19,19,21,21,21,21,21,21,21,21,21,23,23,25,26,26,26,26,28,28,28,28,29,29,34,37,37,37,37
Martin,6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,6,6,7,7,8,9,9,11,11,14,16,17,17,17,18,18,18,19,21,22,24,25
Mason,3899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,15,15,21,24,24,24,26,27,28,28,28,28,28,28,28,28,28,31,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,34,34,34,34,34,34,35,35,35,35,35
Matagorda,37064,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,6,9,9,10,12,13,13,25,29,32,33,33,37,37,38,38,38,43,46,47,49,50,50,50,51,51,51,56,55,57,58,59,58,58,60,60,60,60,62,61,61,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,65,66,67,67,67,67,67,68,69,69,70,70,70,72,73,73,77,78,80,81,85,94,96,104,105,109,110,117,131,131,136,149,152,158,172,213,240,261,263,262,266,274,286,295,337,348
Maverick,59938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,4,4,4,5,5,7,7,8,9,9,9,10,10,10,12,12,12,12,15,15,14,14,16,16,16,16,16,16,24,24,24,24,26,26,26,26,26,26,26,41,41,52,57,57,74,74,89,93,94,94,97,97,97,97,97,97,109,116,116,116,120,120,129,129,133,133,133,133,142,149,149,160,160,160,160,199,200,206,214,214,214,214,250,282,290,311,311,311,311,434,434,455,519,519,519,550,550,677,720,776
Medina,50594,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,4,6,7,9,10,12,13,13,13,13,15,15,15,15,15,15,17,17,17,19,19,19,19,19,20,20,20,20,20,20,20,21,22,22,31,32,38,45,47,48,49,50,58,59,60,64,64,66,67,67,67,68,69,71,71,73,73,73,74,76,78,216,216,216,216,216,218,220,221,221,221,221,227,228,244,245,250,250,251,255,255,256,254,254,254,255,278,282,293,295,295,295,327,335,338,338,343
Menard,2188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,6,6,6,8,8,8,8,12,12,12,14,14
Midland,187364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,4,6,8,11,13,13,16,16,19,22,24,24,27,30,30,31,31,32,32,32,35,37,41,42,42,43,64,65,67,69,70,71,73,74,75,76,79,82,82,89,90,91,94,100,101,101,101,107,112,115,116,120,120,120,122,122,123,123,124,124,124,124,125,126,128,129,129,129,132,137,141,146,155,155,155,169,177,180,194,201,201,201,222,222,264,287,322,322,322,417,454,494,494,563,563,563,651,701,734,772,772,772,772,927,976,1020,1070,1104
Milam,24635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,3,3,3,7,7,7,7,7,8,8,8,8,9,9,11,12,12,12,13,13,13,13,13,14,14,16,16,16,17,18,18,18,18,18,20,20,20,20,20,22,23,23,24,24,25,26,27,27,28,28,28,28,28,28,28,28,28,28,29,29,29,32,35,35,35,35,37,38,40,42,44,44,44,48,51,56,57,57,57,63,68,73,78,80,80,80,83,88,90,92,92,92,92,112,120,133,137,149
Mills,4870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,7
Mitchell,9865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,5,9,9,10,10,12,12,12,18,21,23,25
Montague,19199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,12,12,12,14,17,17,17,17,17,17,18,18,18,21,21,21,21,21,24,25,26,26
Montgomery,613951,0,0,0,0,0,0,1,1,3,3,3,3,3,4,4,4,4,19,23,31,41,47,64,66,81,93,110,110,130,142,149,161,197,210,231,245,251,251,266,308,331,350,370,377,377,393,417,440,467,496,506,506,530,562,582,602,629,634,634,640,662,672,689,699,699,699,724,742,758,773,798,798,798,817,848,861,881,888,888,888,888,913,926,940,954,954,954,966,1010,1033,1053,1064,1064,1064,1090,1122,1162,1197,1258,1258,1258,1300,1359,1428,1484,1555,1555,1555,1647,1737,1831,1889,1952,1952,1952,2028,2133,2257,2353,2353,2353,2353,2550,2654,2784,2876,3007
