tsa,rac,tsa_counties,location,date,total_beds_available,bed_occupied,bed_capacity,icu_beds_available,general_beds_available,beds_picu,beds_ped,beds_psych,beds_neg_iso,total_er_visits_in_last_24_hours,covid_er_visits_last_24hrs,susp_covid_gen_admitted_24,susp_covid_icu_admitted_24,total_covid_in_hosp_at_time_of_report,lab_con_gen,lab_con_icu,total_laboratory_confirmed,icu_beds_occupied,icu_bed_capacity,vents_in_use,vents_available,bi_pa_ps_in_use,bi_pa_ps_available,anesthesia_machines_available,anesthesia_machines_in_use,total_covid_on_vents,bed_avail_rate,icu_avail_rate,vent_avail_rate
TSA-N,CATRAC,Burleson,Bryan/College Station,2020-06-23T00:00:00Z,136,357,493,16,91,0,13,0,16,424,208,10,4,9,37,9,46,35,51,23,37,4,31,27,0,7,0.28,0.31,0.62
TSA-N,CATRAC,Grimes,Bryan/College Station,2020-06-23T00:00:00Z,136,357,493,16,91,0,13,0,16,424,208,10,4,9,37,9,46,35,51,23,37,4,31,27,0,7,0.28,0.31,0.62
TSA-N,CATRAC,Leon,Bryan/College Station,2020-06-23T00:00:00Z,136,357,493,16,91,0,13,0,16,424,208,10,4,9,37,9,46,35,51,23,37,4,31,27,0,7,0.28,0.31,0.62
TSA-N,CATRAC,Madison,Bryan/College Station,2020-06-23T00:00:00Z,136,357,493,16,91,0,13,0,16,424,208,10,4,9,37,9,46,35,51,23,37,4,31,27,0,7,0.28,0.31,0.62
TSA-N,CATRAC,Robertson,Bryan/College Station,2020-06-23T00:00:00Z,136,357,493,16,91,0,13,0,16,424,208,10,4,9,37,9,46,35,51,23,37,4,31,27,0,7,0.28,0.31,0.62
TSA-N,CATRAC,Washington,Bryan/College Station,2020-06-23T00:00:00Z,136,357,493,16,91,0,13,0,16,424,208,10,4,9,37,9,46,35,51,23,37,4,31,27,0,7,0.28,0.31,0.62
TSA-O,CATRAC,Bastrop,Austin,2020-06-23T00:00:00Z,705,2670,3375,85,425,14,43,5,133,1833,264,45,14,89,168,106,274,366,451,142,412,58,176,113,10,36,0.21,0.19,0.74
TSA-O,CATRAC,Blanco,Austin,2020-06-23T00:00:00Z,705,2670,3375,85,425,14,43,5,133,1833,264,45,14,89,168,106,274,366,451,142,412,58,176,113,10,36,0.21,0.19,0.74
TSA-O,CATRAC,Burnet,Austin,2020-06-23T00:00:00Z,705,2670,3375,85,425,14,43,5,133,1833,264,45,14,89,168,106,274,366,451,142,412,58,176,113,10,36,0.21,0.19,0.74
TSA-O,CATRAC,Caldwell,Austin,2020-06-23T00:00:00Z,705,2670,3375,85,425,14,43,5,133,1833,264,45,14,89,168,106,274,366,451,142,412,58,176,113,10,36,0.21,0.19,0.74
TSA-O,CATRAC,Fayette,Austin,2020-06-23T00:00:00Z,705,2670,3375,85,425,14,43,5,133,1833,264,45,14,89,168,106,274,366,451,142,412,58,176,113,10,36,0.21,0.19,0.74
TSA-O,CATRAC,Hays,Austin,2020-06-23T00:00:00Z,705,2670,3375,85,425,14,43,5,133,1833,264,45,14,89,168,106,274,366,451,142,412,58,176,113,10,36,0.21,0.19,0.74
TSA-O,CATRAC,Lee,Austin,2020-06-23T00:00:00Z,705,2670,3375,85,425,14,43,5,133,1833,264,45,14,89,168,106,274,366,451,142,412,58,176,113,10,36,0.21,0.19,0.74
TSA-O,CATRAC,Llano,Austin,2020-06-23T00:00:00Z,705,2670,3375,85,425,14,43,5,133,1833,264,45,14,89,168,106,274,366,451,142,412,58,176,113,10,36,0.21,0.19,0.74
TSA-O,CATRAC,San Saba,Austin,2020-06-23T00:00:00Z,705,2670,3375,85,425,14,43,5,133,1833,264,45,14,89,168,106,274,366,451,142,412,58,176,113,10,36,0.21,0.19,0.74
TSA-O,CATRAC,Travis,Austin,2020-06-23T00:00:00Z,705,2670,3375,85,425,14,43,5,133,1833,264,45,14,89,168,106,274,366,451,142,412,58,176,113,10,36,0.21,0.19,0.74
TSA-O,CATRAC,Williamson,Austin,2020-06-23T00:00:00Z,705,2670,3375,85,425,14,43,5,133,1833,264,45,14,89,168,106,274,366,451,142,412,58,176,113,10,36,0.21,0.19,0.74
TSA-P,STRAC,Atascosa,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Bandera,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Bexar,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Comal,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Dimmit,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Edwards,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Frio,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Gillespie,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Gonzales,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Guadalupe,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Karnes,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Kendall,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Kerr,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Kinney,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,La Salle,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Maverick,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Medina,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Real,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Uvalde,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Val Verde,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Wilson,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-P,STRAC,Zavala,San Antonio,2020-06-23T00:00:00Z,1197,4576,5773,135,774,30,79,58,121,2888,574,77,18,368,415,134,549,499,634,259,597,85,227,0,26,2,0.21,0.21,0.7
TSA-Q,SETRAC,Austin,Houston,2020-06-23T00:00:00Z,2020,10766,12786,173,1132,82,286,0,347,7455,1960,390,47,1364,913,430,1343,1758,1931,831,1293,469,727,203,161,294,0.16,0.09,0.61
TSA-Q,SETRAC,Colorado,Houston,2020-06-23T00:00:00Z,2020,10766,12786,173,1132,82,286,0,347,7455,1960,390,47,1364,913,430,1343,1758,1931,831,1293,469,727,203,161,294,0.16,0.09,0.61
TSA-Q,SETRAC,Fort Bend,Houston,2020-06-23T00:00:00Z,2020,10766,12786,173,1132,82,286,0,347,7455,1960,390,47,1364,913,430,1343,1758,1931,831,1293,469,727,203,161,294,0.16,0.09,0.61
TSA-Q,SETRAC,Harris,Houston,2020-06-23T00:00:00Z,2020,10766,12786,173,1132,82,286,0,347,7455,1960,390,47,1364,913,430,1343,1758,1931,831,1293,469,727,203,161,294,0.16,0.09,0.61
TSA-Q,SETRAC,Matagorda,Houston,2020-06-23T00:00:00Z,2020,10766,12786,173,1132,82,286,0,347,7455,1960,390,47,1364,913,430,1343,1758,1931,831,1293,469,727,203,161,294,0.16,0.09,0.61
TSA-Q,SETRAC,Montgomery,Houston,2020-06-23T00:00:00Z,2020,10766,12786,173,1132,82,286,0,347,7455,1960,390,47,1364,913,430,1343,1758,1931,831,1293,469,727,203,161,294,0.16,0.09,0.61
TSA-Q,SETRAC,Walker,Houston,2020-06-23T00:00:00Z,2020,10766,12786,173,1132,82,286,0,347,7455,1960,390,47,1364,913,430,1343,1758,1931,831,1293,469,727,203,161,294,0.16,0.09,0.61
TSA-Q,SETRAC,Waller,Houston,2020-06-23T00:00:00Z,2020,10766,12786,173,1132,82,286,0,347,7455,1960,390,47,1364,913,430,1343,1758,1931,831,1293,469,727,203,161,294,0.16,0.09,0.61
TSA-Q,SETRAC,Wharton,Houston,2020-06-23T00:00:00Z,2020,10766,12786,173,1132,82,286,0,347,7455,1960,390,47,1364,913,430,1343,1758,1931,831,1293,469,727,203,161,294,0.16,0.09,0.61
TSA-R,SETRAC,Brazoria,Galveston,2020-06-23T00:00:00Z,353,1489,1842,19,243,5,33,0,53,1175,172,36,15,139,162,61,223,208,227,98,210,52,122,63,18,33,0.19,0.08,0.68
TSA-R,SETRAC,Chambers,Galveston,2020-06-23T00:00:00Z,353,1489,1842,19,243,5,33,0,53,1175,172,36,15,139,162,61,223,208,227,98,210,52,122,63,18,33,0.19,0.08,0.68
TSA-R,SETRAC,Galveston,Galveston,2020-06-23T00:00:00Z,353,1489,1842,19,243,5,33,0,53,1175,172,36,15,139,162,61,223,208,227,98,210,52,122,63,18,33,0.19,0.08,0.68
TSA-R,SETRAC,Hardin,Galveston,2020-06-23T00:00:00Z,353,1489,1842,19,243,5,33,0,53,1175,172,36,15,139,162,61,223,208,227,98,210,52,122,63,18,33,0.19,0.08,0.68
TSA-R,SETRAC,Jasper,Galveston,2020-06-23T00:00:00Z,353,1489,1842,19,243,5,33,0,53,1175,172,36,15,139,162,61,223,208,227,98,210,52,122,63,18,33,0.19,0.08,0.68
TSA-R,SETRAC,Jefferson,Galveston,2020-06-23T00:00:00Z,353,1489,1842,19,243,5,33,0,53,1175,172,36,15,139,162,61,223,208,227,98,210,52,122,63,18,33,0.19,0.08,0.68
TSA-R,SETRAC,Liberty,Galveston,2020-06-23T00:00:00Z,353,1489,1842,19,243,5,33,0,53,1175,172,36,15,139,162,61,223,208,227,98,210,52,122,63,18,33,0.19,0.08,0.68
TSA-R,SETRAC,Newton,Galveston,2020-06-23T00:00:00Z,353,1489,1842,19,243,5,33,0,53,1175,172,36,15,139,162,61,223,208,227,98,210,52,122,63,18,33,0.19,0.08,0.68
TSA-R,SETRAC,Orange,Galveston,2020-06-23T00:00:00Z,353,1489,1842,19,243,5,33,0,53,1175,172,36,15,139,162,61,223,208,227,98,210,52,122,63,18,33,0.19,0.08,0.68
TSA-S,STRAC,Calhoun,Victoria,2020-06-23T00:00:00Z,195,365,560,19,134,0,26,0,16,288,58,4,5,22,18,12,30,46,65,4,53,2,25,0,0,64,0.35,0.29,0.93
TSA-S,STRAC,DeWitt,Victoria,2020-06-23T00:00:00Z,195,365,560,19,134,0,26,0,16,288,58,4,5,22,18,12,30,46,65,4,53,2,25,0,0,64,0.35,0.29,0.93
TSA-S,STRAC,Goliad,Victoria,2020-06-23T00:00:00Z,195,365,560,19,134,0,26,0,16,288,58,4,5,22,18,12,30,46,65,4,53,2,25,0,0,64,0.35,0.29,0.93
TSA-S,STRAC,Jackson,Victoria,2020-06-23T00:00:00Z,195,365,560,19,134,0,26,0,16,288,58,4,5,22,18,12,30,46,65,4,53,2,25,0,0,64,0.35,0.29,0.93
TSA-S,STRAC,Lavaca,Victoria,2020-06-23T00:00:00Z,195,365,560,19,134,0,26,0,16,288,58,4,5,22,18,12,30,46,65,4,53,2,25,0,0,64,0.35,0.29,0.93
TSA-S,STRAC,Victoria,Victoria,2020-06-23T00:00:00Z,195,365,560,19,134,0,26,0,16,288,58,4,5,22,18,12,30,46,65,4,53,2,25,0,0,64,0.35,0.29,0.93
TSA-T,Coastal Bend,Jim Hogg,Laredo,2020-06-23T00:00:00Z,111,298,409,20,56,0,15,0,20,327,93,4,5,28,10,14,24,51,71,30,63,12,35,6,0,6,0.27,0.28,0.68
TSA-T,Coastal Bend,Webb,Laredo,2020-06-23T00:00:00Z,111,298,409,20,56,0,15,0,20,327,93,4,5,28,10,14,24,51,71,30,63,12,35,6,0,6,0.27,0.28,0.68
TSA-T,Coastal Bend,Zapata,Laredo,2020-06-23T00:00:00Z,111,298,409,20,56,0,15,0,20,327,93,4,5,28,10,14,24,51,71,30,63,12,35,6,0,6,0.27,0.28,0.68
TSA-U,Coastal Bend,Aransas,Corpus Christi,2020-06-23T00:00:00Z,286,1046,1332,5,133,6,57,2,83,897,175,27,8,21,21,18,39,163,168,44,174,60,85,16,0,3,0.21,0.03,0.8
TSA-U,Coastal Bend,Bee,Corpus Christi,2020-06-23T00:00:00Z,286,1046,1332,5,133,6,57,2,83,897,175,27,8,21,21,18,39,163,168,44,174,60,85,16,0,3,0.21,0.03,0.8
TSA-U,Coastal Bend,Brooks,Corpus Christi,2020-06-23T00:00:00Z,286,1046,1332,5,133,6,57,2,83,897,175,27,8,21,21,18,39,163,168,44,174,60,85,16,0,3,0.21,0.03,0.8
TSA-U,Coastal Bend,Duval,Corpus Christi,2020-06-23T00:00:00Z,286,1046,1332,5,133,6,57,2,83,897,175,27,8,21,21,18,39,163,168,44,174,60,85,16,0,3,0.21,0.03,0.8
TSA-U,Coastal Bend,Jim Wells,Corpus Christi,2020-06-23T00:00:00Z,286,1046,1332,5,133,6,57,2,83,897,175,27,8,21,21,18,39,163,168,44,174,60,85,16,0,3,0.21,0.03,0.8
TSA-U,Coastal Bend,Kenedy,Corpus Christi,2020-06-23T00:00:00Z,286,1046,1332,5,133,6,57,2,83,897,175,27,8,21,21,18,39,163,168,44,174,60,85,16,0,3,0.21,0.03,0.8
TSA-U,Coastal Bend,Kleberg,Corpus Christi,2020-06-23T00:00:00Z,286,1046,1332,5,133,6,57,2,83,897,175,27,8,21,21,18,39,163,168,44,174,60,85,16,0,3,0.21,0.03,0.8
TSA-U,Coastal Bend,Live Oak,Corpus Christi,2020-06-23T00:00:00Z,286,1046,1332,5,133,6,57,2,83,897,175,27,8,21,21,18,39,163,168,44,174,60,85,16,0,3,0.21,0.03,0.8
TSA-U,Coastal Bend,McMullen,Corpus Christi,2020-06-23T00:00:00Z,286,1046,1332,5,133,6,57,2,83,897,175,27,8,21,21,18,39,163,168,44,174,60,85,16,0,3,0.21,0.03,0.8
TSA-U,Coastal Bend,Nueces,Corpus Christi,2020-06-23T00:00:00Z,286,1046,1332,5,133,6,57,2,83,897,175,27,8,21,21,18,39,163,168,44,174,60,85,16,0,3,0.21,0.03,0.8
TSA-U,Coastal Bend,Refugio,Corpus Christi,2020-06-23T00:00:00Z,286,1046,1332,5,133,6,57,2,83,897,175,27,8,21,21,18,39,163,168,44,174,60,85,16,0,3,0.21,0.03,0.8
TSA-U,Coastal Bend,San Patricio,Corpus Christi,2020-06-23T00:00:00Z,286,1046,1332,5,133,6,57,2,83,897,175,27,8,21,21,18,39,163,168,44,174,60,85,16,0,3,0.21,0.03,0.8
TSA-V,Coastal Bend,Cameron,Lower Rio Grande Valley,2020-06-23T00:00:00Z,446,5831,6277,41,172,14,93,65,61,1568,443,82,28,161,234,78,312,234,275,126,218,73,156,48,1,41,0.07,0.15,0.63
TSA-V,Coastal Bend,Hidalgo,Lower Rio Grande Valley,2020-06-23T00:00:00Z,446,5831,6277,41,172,14,93,65,61,1568,443,82,28,161,234,78,312,234,275,126,218,73,156,48,1,41,0.07,0.15,0.63
TSA-V,Coastal Bend,Starr,Lower Rio Grande Valley,2020-06-23T00:00:00Z,446,5831,6277,41,172,14,93,65,61,1568,443,82,28,161,234,78,312,234,275,126,218,73,156,48,1,41,0.07,0.15,0.63
TSA-V,Coastal Bend,Willacy,Lower Rio Grande Valley,2020-06-23T00:00:00Z,446,5831,6277,41,172,14,93,65,61,1568,443,82,28,161,234,78,312,234,275,126,218,73,156,48,1,41,0.07,0.15,0.63
Total,None,NA,Texas,2020-06-23T00:00:00Z,12951,47456,60407,1320,7758,248,1282,537,1806,31555,6335,1287,282,3127,2990,1399,4389,5968,7288,2704,5850,1341,3135,1154,362,764,0.214,0.181,0.684
